################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.0295239002252909E+00 a      1307     0    55     1    11
 -1.7003148554472240E+00 a      1308     0    55     1    12
  6.1749141722549439E+00 a      1309     0    55     1    13
  1.0660862319710089E+01 a      1310     0    55     1    14
  4.1939385573186705E+00 a      1311     0    55     1    15
 -1.1524560100725427E+01 a      1312     0    55     1    16
  8.2389550923552086E+00 a      1313     0    55     1    17
 -4.5408188385831698E+00 a      1314     0    55     1    18
 -4.3491963510399287E+00 a      1315     0    55     1    19
  1.0853048322450208E+01 a      1316     0    55     1    20
  8.6716242311230118E+00 a      1317     0    55     1    21
  1.5706363344286354E+00 a      1318     0    55     1    22
 -5.8663338299382568E+00 a      1319     0    55     1    23
 -1.3812853449684011E+00 a      1320     0    55     1    24
  1.0724225497495702E+01 a      1321     0    56     1     1
 -2.8168535142557189E+00 a      1322     0    56     1     2
 -1.7135392834066785E+00 a      1323     0    56     1     3
  2.0468174583969394E+00 a      1324     0    56     1     4
  6.7039662735263441E+00 a      1325     0    56     1     5
  7.5418556217460857E+00 a      1326     0    56     1     6
  1.6075923965441694E+00 a      1327     0    56     1     7
  4.0003455704094399E+00 a      1328     0    56     1     8
 -1.8441924951149833E+01 a      1329     0    56     1     9
 -7.7354741568712049E+00 a      1330     0    56     1    10
  7.4213912581541823E+00 a      1331     0    56     1    11
 -9.9654675398967143E+00 a      1332     0    56     1    12
 -1.1482620110319310E+01 a      1333     0    56     1    13
 -5.2901391413253664E+00 a      1334     0    56     1    14
  5.5380256531390906E+00 a      1335     0    56     1    15
  2.3365785317464427E+00 a      1336     0    56     1    16
 -7.9309329823133607E+00 a      1337     0    56     1    17
  5.8188518228630146E+00 a      1338     0    56     1    18
 -3.8235846615213864E+00 a      1339     0    56     1    19
  4.7459747892863708E+00 a      1340     0    56     1    20
 -6.6528230346410142E+00 a      1341     0    56     1    21
 -2.8267317713948441E+00 a      1342     0    56     1    22
 -1.4681749168068077E+00 a      1343     0    56     1    23
  1.3486941465513431E+00 a      1344     0    56     1    24
 -8.5471725188523546E+00 a      1345     0    57     1     1
 -1.4963929529043083E+01 a      1346     0    57     1     2
 -8.9834824779512346E+00 a      1347     0    57     1     3
 -6.4875163272880565E+00 a      1348     0    57     1     4
  2.9763440598265092E+00 a      1349     0    57     1     5
 -6.7811112812691032E+00 a      1350     0    57     1     6
  4.1304786545629231E+00 a      1351     0    57     1     7
  4.3423735872773506E+00 a      1352     0    57     1     8
 -9.3690407583979916E+00 a      1353     0    57     1     9
 -9.9493937804341996E+00 a      1354     0    57     1    10
 -3.6242063534975637E+00 a      1355     0    57     1    11
 -8.9129838612271806E-01 a      1356     0    57     1    12
  5.8910483533841540E-01 a      1357     0    57     1    13
 -1.2815073462905198E+00 a      1358     0    57     1    14
 -3.9930033097752156E+00 a      1359     0    57     1    15
 -5.0940172637333203E-01 a      1360     0    57     1    16
  2.5491013019273008E+00 a      1361     0    57     1    17
 -5.4197353773591948E+00 a      1362     0    57     1    18
  1.4783489304294009E+00 a      1363     0    57     1    19
  6.0126686056337721E+00 a      1364     0    57     1    20
 -5.4688960508258555E+00 a      1365     0    57     1    21
  3.1084288664133943E+00 a      1366     0    57     1    22
  9.3840734222890809E+00 a      1367     0    57     1    23
  2.6599442216231073E+00 a      1368     0    57     1    24
 -1.1060483422149616E+00 a      1369     0    58     1     1
 -7.3987751325348832E+00 a      1370     0    58     1     2
 -1.2087457431848974E+00 a      1371     0    58     1     3
 -2.8141587447108990E-01 a      1372     0    58     1     4
 -6.2159607222539783E+00 a      1373     0    58     1     5
 -7.4318743723907881E+00 a      1374     0    58     1     6
  2.6407385370197218E+00 a      1375     0    58     1     7
  3.2858286275273363E+00 a      1376     0    58     1     8
  7.1427633480591890E+00 a      1377     0    58     1     9
  8.0811830438889718E+00 a      1378     0    58     1    10
 -9.0059181291177381E+00 a      1379     0    58     1    11
  2.2370447355567764E+00 a      1380     0    58     1    12
  6.6007871846334423E+00 a      1381     0    58     1    13
 -6.1184839479007707E+00 a      1382     0    58     1    14
 -3.3373142206075550E+00 a      1383     0    58     1    15
  3.8043478411505176E+00 a      1384     0    58     1    16
 -1.4197029653820460E+01 a      1385     0    58     1    17
  4.0457377347065568E+00 a      1386     0    58     1    18
 -7.1092599623048196E+00 a      1387     0    58     1    19
 -1.9966991980139683E+00 a      1388     0    58     1    20
  8.0998923522925370E+00 a      1389     0    58     1    21
 -1.2867508908974287E+01 a      1390     0    58     1    22
 -3.0676282535469599E+00 a      1391     0    58     1    23
  8.6727019558961942E+00 a      1392     0    58     1    24
  3.8387472495029390E-01 a      1393     0    59     1     1
 -7.3765277879069142E+00 a      1394     0    59     1     2
  5.2062421743146770E+00 a      1395     0    59     1     3
 -4.0972799586651265E-01 a      1396     0    59     1     4
  8.3601486708026709E+00 a      1397     0    59     1     5
  2.0617102188780407E+00 a      1398     0    59     1     6
 -2.4244762174056134E+00 a      1399     0    59     1     7
 -7.6157530956807067E+00 a      1400     0    59     1     8
 -7.4652413746294943E+00 a      1401     0    59     1     9
 -4.7679036278191544E+00 a      1402     0    59     1    10
  9.4604315797195166E+00 a      1403     0    59     1    11
 -1.7515055302232756E+01 a      1404     0    59     1    12
 -3.0532107057133766E+00 a      1405     0    59     1    13
  9.0590971307258314E+00 a      1406     0    59     1    14
 -7.8024704189482277E+00 a      1407     0    59     1    15
  1.1068343970727876E-01 a      1408     0    59     1    16
 -3.0775999506392298E+00 a      1409     0    59     1    17
  9.9428354704480348E+00 a      1410     0    59     1    18
  9.6532503515922006E+00 a      1411     0    59     1    19
 -2.2746935655303653E+00 a      1412     0    59     1    20
 -9.4588397942378872E+00 a      1413     0    59     1    21
  3.1052781229764062E+00 a      1414     0    59     1    22
  9.4061036968588745E+00 a      1415     0    59     1    23
  8.7889068894713471E+00 a      1416     0    59     1    24
  1.5123240443923075E+01 a      1417     0    60     1     1
  7.3906733536655844E-01 a      1418     0    60     1     2
 -8.5456238387578836E+00 a      1419     0    60     1     3
 -8.4002705876159989E-03 a      1420     0    60     1     4
 -1.3029572144427952E+00 a      1421     0    60     1     5
 -7.4561071133065591E+00 a      1422     0    60     1     6
  7.6029821408922249E-01 a      1423     0    60     1     7
 -5.8679566245672108E+00 a      1424     0    60     1     8
  1.6725662469405511E+00 a      1425     0    60     1     9
 -1.1139790967807973E-02 a      1426     0    60     1    10
  1.6407826175864662E+00 a      1427     0    60     1    11
 -4.1911696143614448E+00 a      1428     0    60     1    12
  5.0764079078362299E+00 a      1429     0    60     1    13
 -9.7792894627502402E-02 a      1430     0    60     1    14
 -1.9219201567094248E+00 a      1431     0    60     1    15
  3.4236034660307966E+00 a      1432     0    60     1    16
  1.7399071779018829E-01 a      1433     0    60     1    17
  1.2609397559659297E+00 a      1434     0    60     1    18
  4.2197446839908332E+00 a      1435     0    60     1    19
 -3.1794664670099624E+00 a      1436     0    60     1    20
 -1.5333156946773270E+01 a      1437     0    60     1    21
  7.2807947300377265E+00 a      1438     0    60     1    22
  8.7573708732705402E+00 a      1439     0    60     1    23
 -1.3434832185945516E+00 a      1440     0    60     1    24
 -2.0541836447328183E+00 a      1441     0    61     1     1
 -2.4767041929648217E+00 a      1442     0    61     1     2
  3.5794970637607011E+00 a      1443     0    61     1     3
  3.2143049946315738E+00 a      1444     0    61     1     4
  1.0461001110563859E+00 a      1445     0    61     1     5
 -5.9601615917816535E-02 a      1446     0    61     1     6
 -3.1848275497965997E+00 a      1447     0    61     1     7
 -1.2336532785512974E+01 a      1448     0    61     1     8
 -8.3072325508343425E+00 a      1449     0    61     1     9
  1.4286359221557845E+00 a      1450     0    61     1    10
  8.3133483485310098E+00 a      1451     0    61     1    11
  4.4881193730420526E+00 a      1452     0    61     1    12
 -1.5876777484290305E+00 a      1453     0    61     1    13
 -1.3063837354784906E+00 a      1454     0    61     1    14
  1.2417913324484910E+00 a      1455     0    61     1    15
 -3.1362065526285940E+00 a      1456     0    61     1    16
  1.0121931526390775E+01 a      1457     0    61     1    17
 -8.3037666461439741E-01 a      1458     0    61     1    18
 -2.9876189567713283E+00 a      1459     0    61     1    19
 -4.8826183691335645E+00 a      1460     0    61     1    20
 -1.8603744061124963E+00 a      1461     0    61     1    21
 -1.1965880576872430E+00 a      1462     0    61     1    22
 -1.0741187202761068E+01 a      1463     0    61     1    23
  8.6943242369614531E+00 a      1464     0    61     1    24
  2.4167471460663159E+00 a      1465     0    62     1     1
 -3.9438186429288082E+00 a      1466     0    62     1     2
 -2.3215219989838953E+00 a      1467     0    62     1     3
  1.0606823114300923E+00 a      1468     0    62     1     4
 -6.9865348192937538E-01 a      1469     0    62     1     5
 -1.1365058621833328E+00 a      1470     0    62     1     6
 -6.1443667003075819E-01 a      1471     0    62     1     7
  1.2802082285964178E+00 a      1472     0    62     1     8
  3.4058565451677190E+00 a      1473     0    62     1     9
  2.6707686741522081E+00 a      1474     0    62     1    10
  6.1427106201033936E+00 a      1475     0    62     1    11
 -6.9550500603594045E+00 a      1476     0    62     1    12
  8.3670272704214366E-01 a      1477     0    62     1    13
 -5.5988662268478278E+00 a      1478     0    62     1    14
 -8.1688783725969945E+00 a      1479     0    62     1    15
 -9.7657597252592299E-01 a      1480     0    62     1    16
 -1.0041339886826650E+01 a      1481     0    62     1    17
 -5.9935441416588944E+00 a      1482     0    62     1    18
  1.6933637917932964E+00 a      1483     0    62     1    19
  3.9744213503410450E+00 a      1484     0    62     1    20
  2.4332117220630369E+00 a      1485     0    62     1    21
  1.1266163877366173E+00 a      1486     0    62     1    22
  2.2522324280443904E+00 a      1487     0    62     1    23
 -8.5672265891861610E+00 a      1488     0    62     1    24
  2.8433812315274742E-01 a      1489     0    63     1     1
 -1.9903227401070760E+00 a      1490     0    63     1     2
  1.9779853383027539E+00 a      1491     0    63     1     3
 -5.5576820554079553E+00 a      1492     0    63     1     4
  7.3370069084658436E+00 a      1493     0    63     1     5
 -6.4142105134437886E+00 a      1494     0    63     1     6
  2.7406555738552973E+00 a      1495     0    63     1     7
  8.7330602441067606E-01 a      1496     0    63     1     8
  1.0902885956297186E+00 a      1497     0    63     1     9
 -9.5395063942233627E+00 a      1498     0    63     1    10
 -3.2636291516600959E+00 a      1499     0    63     1    11
  9.4565185712135591E-01 a      1500     0    63     1    12
  9.3259214741678498E-01 a      1501     0    63     1    13
  2.9649107110129944E+00 a      1502     0    63     1    14
  1.2293172195123560E+01 a      1503     0    63     1    15
  2.4950103737124901E-01 a      1504     0    63     1    16
 -3.0647130827869709E+00 a      1505     0    63     1    17
  2.4321003553508427E+00 a      1506     0    63     1    18
 -1.4557712761955237E+00 a      1507     0    63     1    19
 -8.5216813238315829E+00 a      1508     0    63     1    20
 -8.8036346034010222E+00 a      1509     0    63     1    21
 -1.7837057832326233E+00 a      1510     0    63     1    22
 -3.2282014621426995E+00 a      1511     0    63     1    23
 -1.7997155837439178E+00 a      1512     0    63     1    24
  3.2597899880198020E+00 a      1513     0    64     1     1
 -2.6985094739069803E-02 a      1514     0    64     1     2
  3.1388506195350865E+00 a      1515     0    64     1     3
 -8.6972861057612700E+00 a      1516     0    64     1     4
 -4.9976554897653935E+00 a      1517     0    64     1     5
