################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.3709782944481699E+00 a      1369     0    58     1     1
  5.9194252748865139E+00 a      1370     0    58     1     2
 -1.6015595106880902E+00 a      1371     0    58     1     3
 -3.2066160109118425E+00 a      1372     0    58     1     4
 -1.6712151654140570E+01 a      1373     0    58     1     5
 -1.7364098505530031E+01 a      1374     0    58     1     6
 -9.0058200388975840E-01 a      1375     0    58     1     7
  3.3975972645763046E+00 a      1376     0    58     1     8
  5.4567598141059177E+00 a      1377     0    58     1     9
  1.1771997922572481E+01 a      1378     0    58     1    10
 -6.7546691136892996E+00 a      1379     0    58     1    11
  2.1015099738547057E+01 a      1380     0    58     1    12
  1.5449229980362565E+01 a      1381     0    58     1    13
 -1.8920262515417636E+00 a      1382     0    58     1    14
  2.0190079415410397E-01 a      1383     0    58     1    15
  1.5589520284522044E+01 a      1384     0    58     1    16
 -2.6203580282362076E+00 a      1385     0    58     1    17
  3.4485361927499949E+00 a      1386     0    58     1    18
 -2.5830268113729469E+00 a      1387     0    58     1    19
 -5.5636212775934029E+00 a      1388     0    58     1    20
 -2.0754537916211251E+00 a      1389     0    58     1    21
 -6.7652580666629829E+00 a      1390     0    58     1    22
 -5.2945885207916887E-01 a      1391     0    58     1    23
  5.5579365743137314E+00 a      1392     0    58     1    24
  2.6862817523568685E+00 a      1393     0    59     1     1
  1.1984269252142685E+00 a      1394     0    59     1     2
 -5.0518449741813773E+00 a      1395     0    59     1     3
 -1.0350664737942397E+01 a      1396     0    59     1     4
  4.8876899009550447E+00 a      1397     0    59     1     5
  7.5488113929715333E+00 a      1398     0    59     1     6
  6.4999757623965522E+00 a      1399     0    59     1     7
  4.2687349590867649E+00 a      1400     0    59     1     8
  1.6055718494370423E+00 a      1401     0    59     1     9
 -2.3626756036744316E+00 a      1402     0    59     1    10
  5.0970198648437668E+00 a      1403     0    59     1    11
 -2.3813901477287347E+00 a      1404     0    59     1    12
 -1.2601494204005432E+01 a      1405     0    59     1    13
 -8.8786872755877422E+00 a      1406     0    59     1    14
  4.2312270424750764E+00 a      1407     0    59     1    15
 -6.3120901420761566E+00 a      1408     0    59     1    16
 -3.7614880680948781E+00 a      1409     0    59     1    17
  8.5186421648022193E-01 a      1410     0    59     1    18
  9.1769616090007027E+00 a      1411     0    59     1    19
 -4.6917059665981222E+00 a      1412     0    59     1    20
  3.7251696888059298E+00 a      1413     0    59     1    21
  1.5389229554295078E-01 a      1414     0    59     1    22
  1.3266085926800702E+01 a      1415     0    59     1    23
 -1.4608482775291632E+01 a      1416     0    59     1    24
  3.6118997605411218E+00 a      1417     0    60     1     1
  5.8443799356845068E+00 a      1418     0    60     1     2
 -3.7224826984320596E+00 a      1419     0    60     1     3
  3.1713627633405759E+00 a      1420     0    60     1     4
  3.0919098876127231E+00 a      1421     0    60     1     5
  8.7089864445323357E+00 a      1422     0    60     1     6
 -7.5926165091777387E-01 a      1423     0    60     1     7
  5.1637321157904692E+00 a      1424     0    60     1     8
 -6.4681730174933953E+00 a      1425     0    60     1     9
  6.8410526749602119E-01 a      1426     0    60     1    10
 -8.8749167620787244E+00 a      1427     0    60     1    11
 -1.0854922624790534E+01 a      1428     0    60     1    12
  1.7081666279410259E+00 a      1429     0    60     1    13
 -5.0080993710893873E-01 a      1430     0    60     1    14
 -1.6663212380863854E+01 a      1431     0    60     1    15
  2.3190107210405193E+00 a      1432     0    60     1    16
 -6.6106836619552425E+00 a      1433     0    60     1    17
 -1.0589733576125031E+01 a      1434     0    60     1    18
  1.0108515432869560E+00 a      1435     0    60     1    19
  1.0522550127668834E+01 a      1436     0    60     1    20
  4.2238006535554158E+00 a      1437     0    60     1    21
 -3.3891541548759387E+00 a      1438     0    60     1    22
  3.9247211060057534E+00 a      1439     0    60     1    23
  1.3254487281843863E+01 a      1440     0    60     1    24
  3.1992914214185713E+00 a      1441     0    61     1     1
 -1.8143451853477732E+00 a      1442     0    61     1     2
  3.9146113528684570E+00 a      1443     0    61     1     3
  3.7530175968783492E+00 a      1444     0    61     1     4
 -1.6491346455394522E+00 a      1445     0    61     1     5
 -1.0128375071796478E+00 a      1446     0    61     1     6
  1.1582562283836759E-01 a      1447     0    61     1     7
  1.6183701321761252E+00 a      1448     0    61     1     8
 -2.8007729703001476E+00 a      1449     0    61     1     9
 -8.6430562565370046E+00 a      1450     0    61     1    10
 -2.4271462079958841E+00 a      1451     0    61     1    11
 -7.0810922514332351E+00 a      1452     0    61     1    12
  2.2707719539266420E+00 a      1453     0    61     1    13
  2.9479637226077304E-01 a      1454     0    61     1    14
  5.3055135463856447E+00 a      1455     0    61     1    15
 -1.0788898519970134E+01 a      1456     0    61     1    16
  4.8942898620785584E+00 a      1457     0    61     1    17
 -7.9594197725075553E+00 a      1458     0    61     1    18
 -5.5432888917560481E+00 a      1459     0    61     1    19
  2.2143683481916696E-01 a      1460     0    61     1    20
 -9.6404469285445327E+00 a      1461     0    61     1    21
  6.9612544127222913E+00 a      1462     0    61     1    22
 -7.7358423661637854E+00 a      1463     0    61     1    23
  8.8997884757812535E+00 a      1464     0    61     1    24
 -7.3852071670281250E+00 a      1465     0    62     1     1
 -5.2159318745991872E+00 a      1466     0    62     1     2
 -1.1305666054691672E+00 a      1467     0    62     1     3
  3.9894518478367273E+00 a      1468     0    62     1     4
 -2.6842321072176745E+00 a      1469     0    62     1     5
 -2.6684551033360062E+00 a      1470     0    62     1     6
 -4.7245212673962502E+00 a      1471     0    62     1     7
  2.1349982003167827E+00 a      1472     0    62     1     8
  9.4480545699428724E+00 a      1473     0    62     1     9
 -6.6566248178795551E+00 a      1474     0    62     1    10
  7.1760938922854245E-01 a      1475     0    62     1    11
 -1.1162187507945019E+01 a      1476     0    62     1    12
 -8.4973209724817487E+00 a      1477     0    62     1    13
 -9.5757403522135842E+00 a      1478     0    62     1    14
  5.2013929614474295E+00 a      1479     0    62     1    15
 -2.2390465884731996E+00 a      1480     0    62     1    16
 -3.6151631899383836E+00 a      1481     0    62     1    17
  5.2241888225302375E+00 a      1482     0    62     1    18
  5.7206471960755767E-01 a      1483     0    62     1    19
  5.1749229664231136E+00 a      1484     0    62     1    20
 -3.6133804735177288E+00 a      1485     0    62     1    21
  2.2371529156413588E+00 a      1486     0    62     1    22
  1.1700175930236558E+00 a      1487     0    62     1    23
  6.2264556148296704E+00 a      1488     0    62     1    24
  1.4821128003014321E+00 a      1489     0    63     1     1
 -8.6917367212490184E+00 a      1490     0    63     1     2
 -3.8094322362974435E+00 a      1491     0    63     1     3
  1.4703576637859150E+01 a      1492     0    63     1     4
  1.9639562848848666E+00 a      1493     0    63     1     5
  7.5690872798655944E+00 a      1494     0    63     1     6
 -2.1568173154637273E+00 a      1495     0    63     1     7
  3.3510908197731601E+00 a      1496     0    63     1     8
 -8.4280072964812849E+00 a      1497     0    63     1     9
  5.1207926656092706E+00 a      1498     0    63     1    10
  2.8658219500276818E+00 a      1499     0    63     1    11
 -4.5710863746941479E+00 a      1500     0    63     1    12
 -1.6191057970255731E+01 a      1501     0    63     1    13
 -2.6666942290507460E+00 a      1502     0    63     1    14
  8.0236679181118351E+00 a      1503     0    63     1    15
 -2.4025760044421829E+00 a      1504     0    63     1    16
 -7.6392844434891130E+00 a      1505     0    63     1    17
  8.5165313369464908E+00 a      1506     0    63     1    18
  5.4840163377699724E+00 a      1507     0    63     1    19
  7.4556301375320198E+00 a      1508     0    63     1    20
 -4.2680136807695496E-01 a      1509     0    63     1    21
  6.2186127462489447E+00 a      1510     0    63     1    22
 -1.0503105983205343E+01 a      1511     0    63     1    23
 -3.2492105240988849E+00 a      1512     0    63     1    24
  4.7788718880723184E+00 a      1513     0    64     1     1
 -7.1761033285988791E+00 a      1514     0    64     1     2
  3.0555444781123908E+00 a      1515     0    64     1     3
  2.8567152799478754E+00 a      1516     0    64     1     4
  4.2007867178458680E+00 a      1517     0    64     1     5
  5.9866912769566669E+00 a      1518     0    64     1     6
  4.3890015881378295E+00 a      1519     0    64     1     7
  2.3804588147903649E+00 a      1520     0    64     1     8
 -4.3315766693573572E+00 a      1521     0    64     1     9
  3.0359480441947535E+00 a      1522     0    64     1    10
  8.0941687151321879E+00 a      1523     0    64     1    11
 -4.0531639242813142E+00 a      1524     0    64     1    12
 -3.8134737707096762E+00 a      1525     0    64     1    13
 -1.3152883059688488E+01 a      1526     0    64     1    14
 -8.6530412094407758E+00 a      1527     0    64     1    15
 -5.8714066976146402E+00 a      1528     0    64     1    16
 -6.1638728233608200E+00 a      1529     0    64     1    17
  1.6884233745869427E+01 a      1530     0    64     1    18
  4.0348841298522800E+00 a      1531     0    64     1    19
 -5.5835173380126513E+00 a      1532     0    64     1    20
 -1.4267843041220218E-01 a      1533     0    64     1    21
  4.2166266734837041E+00 a      1534     0    64     1    22
  9.8001391537262772E-01 a      1535     0    64     1    23
 -4.6698439816071744E+00 a      1536     0    64     1    24
  3.5540592129158655E+00 a      1537     0    65     1     1
 -2.0918005628100385E+01 a      1538     0    65     1     2
  8.6251704518608818E+00 a      1539     0    65     1     3
  4.0371736180689579E+00 a      1540     0    65     1     4
 -2.4920993203246491E+00 a      1541     0    65     1     5
  1.2551694094201579E+01 a      1542     0    65     1     6
  3.2317415083597145E-01 a      1543     0    65     1     7
 -1.2731797275752537E+00 a      1544     0    65     1     8
 -2.0447447959241232E+00 a      1545     0    65     1     9
 -6.2901929131274690E+00 a      1546     0    65     1    10
  8.1183921792733071E-01 a      1547     0    65     1    11
 -1.4666179639653395E+01 a      1548     0    65     1    12
  7.0365580009565853E+00 a      1549     0    65     1    13
  1.8621919131473332E+00 a      1550     0    65     1    14
 -1.8589435735828788E+00 a      1551     0    65     1    15
  9.8757135716693263E+00 a      1552     0    65     1    16
 -7.8096292488336960E+00 a      1553     0    65     1    17
 -9.6224169448907961E+00 a      1554     0    65     1    18
 -4.0077140882075639E+00 a      1555     0    65     1    19
 -5.6149190111187230E-01 a      1556     0    65     1    20
 -5.5644561548067957E+00 a      1557     0    65     1    21
 -5.2654422407825224E-02 a      1558     0    65     1    22
 -1.7628292075737779E+01 a      1559     0    65     1    23
  8.8918081818395880E+00 a      1560     0    65     1    24
 -2.7040153894050851E+00 a      1561     0    66     1     1
  6.5216983835863651E+00 a      1562     0    66     1     2
 -5.2942363407500048E-01 a      1563     0    66     1     3
 -3.9569630641422711E+00 a      1564     0    66     1     4
  7.0740562243973990E+00 a      1565     0    66     1     5
  3.7879854264821633E+00 a      1566     0    66     1     6
 -4.3565843277211069E+00 a      1567     0    66     1     7
 -1.9694049383913039E+00 a      1568     0    66     1     8
  2.7010217744966025E-01 a      1569     0    66     1     9
 -8.3530835906392298E+00 a      1570     0    66     1    10
  3.4611084535376446E+00 a      1571     0    66     1    11
 -5.0339463856080604E+00 a      1572     0    66     1    12
 -5.6233363955188969E+00 a      1573     0    66     1    13
  1.4366426003793009E+00 a      1574     0    66     1    14
 -3.5829495738097172E+00 a      1575     0    66     1    15
  7.8421667032273179E+00 a      1576     0    66     1    16
  3.4760523637819647E+00 a      1577     0    66     1    17
 -1.9111328879387917E+00 a      1578     0    66     1    18
 -1.7885546497329265E+00 a      1579     0    66     1    19
 -8.7214162308170334E-02 a      1580     0    66     1    20
  3.3039418477943419E+00 a      1581     0    66     1    21
